ORDEM PRODUCAO;PV;CODIGO PRODUTO;DESCRIÇÃO COMPONENTE;PRODUTO PAI CONCATENADO;STATUS PCP;QTD EM ESTOQUE;OBSERVAÇÃO ESTOQUE;SOLICITAÇÃO DE COMPRA;COMPRADO;VALOR UNITARIO COMPRA;TIPO PAGAMENTO/FATURADO;FORNECEDOR SELECIONADO;PEDIDO COMPRA (PROTHEUS);IPI COMPRA;DATA EMISSÃO PC;DATA PREVISÃO PGTO
01861501001;005860;60501005908;FLANGE IND NV TACOBRAS TQ POLI;;SEPARADO;1;;;1;160;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;60501006408;"FLANGE LUVA 3/4""NPT TQ POLIET";;SEPARADO;1;;;1;112;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;60501006508;"FLANGE PESC 3/4""NPT TQ POLIET";;SEPARADO;1;;;1;112;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;60501006708;TRAVA FIX TQ 200L METALICO;;SEPARADO;2;;;2;18,84;SEPARADO;METALPRESS METAL LTDA;000000;;;
01861501001;005860;60501010108;TQ COMB BS KSE117 200L ACO;;SEPARADO;1;;;1;3765;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;60501010608;FLANGE TQ 200L POLI ABAST KVA;;SEPARADO;1;;;1;197;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861501001;005860;60501010708;BOCAL ENCHIMENTO TQ TANCLICK;;FALTA;1;;;1;180;FALTA;GW METAL INDUSTRIA E COMERCIO LTDA;014286;0;;
01861501001;005860;60702001608;SPT FIX BATERIA 100AH;;SEPARADO;1;;;1;25;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861501001;005860;60702002908;SPT BATERIA 100AH KSE220;;FALTA;1;;;1;91,5;FALTA;GW METAL INDUSTRIA E COMERCIO LTDA;014286;0;;
01861501001;005860;60702003601;BATERIA 12V 95AH 680CCA KONDOR;;FALTA;2;;;1;650;FALTA;JMS BATERIAS  LTDA;014288;0;;
01861501001;005860;60901004116;FLANGE ESC DE120 X DI77;;SEPARADO;1;;;1;41;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;60901004201;JUNTA ESC DE120 X DI77;;SEPARADO;1;;;1;38,75;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;013208;;;
01861501001;005860;60901008316;"FLEXIVEL FPT 3""";;SEPARADO;1;;;1;342,06;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;013409;;;
01861501001;005860;61101001301;SENS NV COMB ULTRAS K40LSR;;SEPARADO;1;;;1;503,29;SEPARADO;KVA INDUSTRIA E COMERCIO LTDA;013166;;;
01861501001;005860;61103000100;"BOIA MEC FV34-75-PP130 3/4""BSP";;SEPARADO;1;;;1;835,95;SEPARADO;SANTAE EQUIPAMENTOS DE ENGENHARIA LTDA -;013408;;;
01861501001;005860;61301008308;BS KSE315 DC09 MOD;;SEPARADO;1;;;1;3866,2;SEPARADO;MGK SOLUCOES INDUSTRIAIS PARA CALDEIRARIA LTDA;000000;;;
01861501001;005860;61303000301;AMT VIBRA-STOP TRAD 2F 1/2;;FALTA;6;;;2;235,4;FALTA;VIBRA -STOP AMORTECEDORES DE VIBRACAO LTDA;014289;0;;
01861501001;005860;61307005908;TAMPA TQ REMOV KSE325;;SEPARADO;1;;;1;453;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;61307011808;SPT ALT WG AG10 280 KSE316;;SEPARADO;2;;;2;1129,03;SEPARADO;METALPRESS METAL LTDA;000000;;;
01861501001;005860;61602008908;TAMPA FECH CX AG10H250 QTA INC;;SEPARADO;1;;;1;27,22;SEPARADO;ACO FORT FERRO LTDA;000000;;;
01861501001;005860;61602010308;TAMPA SUP CX AG10 H250 PG70;;SEPARADO;1;;;1;212,31;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861501001;005860;61801003101;PF DIN912 M10X45 12.9 PT;;SEPARADO;12;;;12;1,78;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01861501001;005860;61802000111;"BICO RM 1/2""NPT MANG 1/2"" BIC";;SEPARADO;3;;;3;12,9;SEPARADO;REI DAS MANGUEIRAS;013424;;;
01861501001;005860;61802000311;BICO RM 1/2 POL.NPT FM16 MANG;;SEPARADO;1;;;1;76,92;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;61802000422;COTOVELO MF 90 1 2NPT GALV;;SEPARADO;1;;;1;6,5;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013237;;;
01861501001;005860;61802000711;BICO RM 1/2 NPT MANG 3/8 BIC;;SEPARADO;1;;;1;12,5;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013227;;;
01861501001;005860;61802001622;"BICO RM M18X1,5 MANG 5/8"" BIC";;SEPARADO;2;;;2;45;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;000000;;;
01861501001;005860;61802014411;"BICO RM 1/2""NPT MANG 3/4"" BIC";;SEPARADO;2;;;2;76,92;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;61805000222;ABRACADEIRA CRON D14-22 AC;;SEPARADO;2;;;2;3,9773;SEPARADO;METALURGICA SUPRENS LTDA;000000;;;
01861501001;005860;61809000101;"VALV ESFERA F/F 1/2"" NPT";;SEPARADO;1;;;1;35,25;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01861501001;005860;91801007305;ARR M10 DIN 9250 PT;;SEPARADO;20;;;20;0,69;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01861501003;005860;104010000;GRAMPO BAR 10X3MM 0.50-4.00MM;;SEPARADO;4;;;4;1,94;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;104011700;POSTE PF E/UK;;RETIRADO;6;;;6;3,31;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;104192100;BORNE DUPLO PUSH IN 4MM PTTB4;;RETIRADO;21;;;21;8,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;104192200;TAMPA P/ BORNE DUP 4MM D-STTB4;;RETIRADO;6;;;6;2,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;104193600;SUPORTE IDENTIF P/ POSTE KLM-A;;SEPARADO;6;;;6;3,45;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;104193700;ETIQUETA P/ BORNE UCT-TMF6;;SEPARADO;100;;;100;10,63;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;104193800;ETIQUETA DE ENCAIXE ESL44X7;;SEPARADO;6;;;6;0,4538;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;61635026049;TAMPA CEGA MCP600 C/ BOT EMER;;SEPARADO;1;;;1;270;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501003;005860;105072100;TC SASSI 400-5A ST-42;;RETIRADO;3;;;3;91,5;RETIRADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI;013170;;;
01861501003;005860;106001500;DJ 1P 10A CURVA C 10KA S201;;SEPARADO;3;;;3;24,67;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861501003;005860;107078500;CB COBRE NU 16MM2;;SEPARADO;0,5;;;0,5;10,2811;SEPARADO;COBREFLEX INDUSTRIA, DISTRIBUICAO E COMERCIO DE FIOS E CABOS EIRELI;000000;;;
01861501003;005860;107184900;BARRA TERRA COMANDO 10X3MM;;SEPARADO;0,2;;;0,2;205;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01861501003;005860;109092400;ISOLADOR CIL 16X30 MM M6;;SEPARADO;2;;;2;9,06;SEPARADO;MX MATERIAIS ELETRICOS LTDA ----BLOQUEADO---;000000;;;
01861501003;005860;31602317249;CX CONEXAO PG70 NT4500;;SEPARADO;1;;;1;87;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501003;005860;602181300;"ADESIVO SINOTICO QTA/QTM CTZ		";;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861501003;005860;61405001201;DOBRADICA TASCO 91591;;SEPARADO;2;;;2;12,08;SEPARADO;TASCO LTDA;000000;;;
01861501003;005860;61405001301;FECHO TASCO 25085;;SEPARADO;1;;;1;10,7335;SEPARADO;TASCO LTDA;000000;;;
01861501003;005860;61405001502;PASSA CABO P/ PAINEL 1 1/4”;;SEPARADO;1;;;1;5,16;SEPARADO;ESSENTRA INDUSTRIA E COMERCIO LTDA;000000;;;
01861501003;005860;61635014108;GABINETE MCP600;;SEPARADO;1;;;1;0;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861501003;005860;61635014549;TAMPA ENT CB QD MCP600;;RETIRADO;1;;;1;20,4;RETIRADO;MGK SOLUCOES INDUSTRIAIS PARA CALDEIRARIA LTDA;000000;;;
01861501003;005860;61635020551;PLACA DISJ ABB MCP600;;RETIRADO;1;;;1;139,05;RETIRADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;000000;;;
01861501003;005860;61635027149;TAMPA MCP600 DJ ABB XT5;;RETIRADO;1;;;1;0;RETIRADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861501003;005860;61648013201;TERM. FRONT. EXT. DCM XT5;;SEPARADO;1;;;1;605,95;SEPARADO;APS COMPONENTES ELETRICOS S/A;000000;;;
01861501003;005860;61648036801;DCM 3P FX 400A XT5N TMA;;RETIRADO;1;;;1;3286,5;RETIRADO;ABB ELETRIFICACAO LTDA;013220;;;
01861501003;005860;61648042801;DJ 3P 10A SJ203 T-C10;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861501003;005860;61648042901;DJ 2P 10A SJ202 T-C10;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861501003;005860;61656003801;SUPORTE MODULAR BOTAO ABB;;SEPARADO;1;;;1;9,42;SEPARADO;APS COMPONENTES ELETRICOS S/A;000000;;;
01861501003;005860;61656004001;CONT NF BOTAO ABB LINHA MCB;;SEPARADO;2;;;2;21,07;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861501003;005860;61656004701;CABECOTE BOTAO EMERGENCIA ABB;;SEPARADO;1;;;1;41,64;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861501003;005860;61656004801;ADESIVO PARADA DE EMERGENCIA;;SEPARADO;1;;;1;25,7;SEPARADO;APS COMPONENTES ELETRICOS S/A;000000;;;
01861501003;005860;61660000101;BORNE POTENCIAL DUPLO PUSH IN;;SEPARADO;4;;;4;20,8;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;61660001201;TER ISOL ANEL 16MM² M8;;SEPARADO;1;;;1;14;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01861501003;005860;61660001301;TER ISOL ANEL 16MM² M10;;SEPARADO;1;;;1;14,25;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01861501003;005860;61812000301;DIST TUBUL 30MM 3/8''X5/8';;SEPARADO;2;;;2;3,77;SEPARADO;NIC RAK USIN PECAS AUT TOR LT;000000;;;
01861501004;005860;107045500;"BARRA COBRE 1"" X 5/16""";;SEPARADO;0,6;;;0,6;169,2875;SEPARADO;ANGLO INDUSTRIA E COMERCIO DE METAIS LTDA;013400;;;
01861501008;005860;104192100;BORNE DUPLO PUSH IN 4MM PTTB4;;RETIRADO;2;;;2;8,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501008;005860;104193700;ETIQUETA P/ BORNE UCT-TMF6;;SEPARADO;8;;;8;10,63;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501009;005860;104011700;POSTE PF E/UK;;RETIRADO;1;;;1;3,31;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501009;005860;104192100;BORNE DUPLO PUSH IN 4MM PTTB4;;RETIRADO;3;;;3;8,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501009;005860;104192200;TAMPA P/ BORNE DUP 4MM D-STTB4;;RETIRADO;1;;;1;2,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501009;005860;104193600;SUPORTE IDENTIF P/ POSTE KLM-A;;SEPARADO;1;;;1;3,45;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501009;005860;104193700;ETIQUETA P/ BORNE UCT-TMF6;;SEPARADO;12;;;12;10,63;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501009;005860;104193800;ETIQUETA DE ENCAIXE ESL44X7;;SEPARADO;1;;;1;0,4538;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501009;005860;61648042901;DJ 2P 10A SJ202 T-C10;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861601001;005860;113000200;RESIS INT AQ 1000W 230V 1.1/4;;SEPARADO;1;;;1;176,28;SEPARADO;ELTRA AQUECIMENTO ELETRICO LTDA;000000;;;
01861601001;005860;204125200;IND NV COM PONT 165MM TC;;SEPARADO;1;;;1;530;SEPARADO;TACOBRAS MEDIDORES DE PRECISAO LTDA;013429;;;
01861601001;005860;204566600;SPT RADIADOR FPT KSE315;;SEPARADO;1;;;1;465;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;204566700;SPT MOTOR FPT KSE315 AMT VS;;SEPARADO;1;;;1;831;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;204566800;SPT PNL COMANDO FPT KSE315;;SEPARADO;1;;;1;476;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;210006400;PF DIN912 M10X25 12.9 PT;;SEPARADO;8;;;8;1,36;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01861601001;005860;210043900;TERMINACAO RETA PG70;;SEPARADO;1;;;1;0;SEPARADO;MX MATERIAIS ELETRICOS LTDA ----BLOQUEADO---;#N/D;;;
01861601001;005860;214007400;TUBO CORRUGADO PG70;;SEPARADO;1;;;1;143,21;SEPARADO;PROAUTO ELECTRIC LTDA;000000;;;
01861601001;005860;302000700;PRE AQ KIT USQ D3;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861601001;005860;30702002801;BARRA ROSCADA;;SEPARADO;2;;;2;17,07;SEPARADO;METALPRESS METAL LTDA;000000;;;
01861601001;005860;31613127301;COTOVELO 90° P/ ELETROD PG70;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861601001;005860;31805000303;ABRACADEIRA CRON D17-27 AC;;RETIRADO;6;;;6;4,0084;RETIRADO;METALURGICA SUPRENS LTDA;000000;;;
01861601001;005860;31807001223;JUNTA DE VEDACAO D18XD24X1,5;;SEPARADO;2;;;2;2,65;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01861601001;005860;31810002505;MANGUEIRA FLEXIVEL 12X19;;SEPARADO;0,6;;;0,6;45,09;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01861601001;005860;60101002701;MOTOR FPT N67 TE8W F3;;FALTA;1;;;1;62851,78;FALTA;FPT INDUSTRIAL BRASIL ;012913;;;
01861601001;005860;60201011201;GS WEG AG10 250SI20AI MU F3;;FALTA;1;;;1;29320,43876;FALTA;WEG EQUIPAMENTOS ELETRICOS S/A;012883;;;
01861601001;005860;60501000808;SPT KIT ALIM EXT MAQ ABR;;SEPARADO;1;;;1;41;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60501001601;TAMPA BOC ABAST TANCLIK  A101C;;SEPARADO;1;;;1;0;SEPARADO;ITULUB ITUMBIARA LUBRIFICANTES LTDA;012885;;;
01861601001;005860;60501004708;FLANGE TQ POLI RETORNO;;SEPARADO;1;;;1;107;SEPARADO;EVOLUCAO METALURGICA LTDA;012886;;;
01861601001;005860;60501005808;FLANGE CEGA TQ POLIETILENO;;SEPARADO;1;;;1;71,96;SEPARADO;MGK SOLUCOES INDUSTRIAIS PARA CALDEIRARIA LTDA;012885;;;
01861601001;005860;60501005908;FLANGE IND NV TACOBRAS TQ POLI;;SEPARADO;1;;;1;160;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60501006408;"FLANGE LUVA 3/4""NPT TQ POLIET";;SEPARADO;1;;;1;112;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60501006508;"FLANGE PESC 3/4""NPT TQ POLIET";;SEPARADO;1;;;1;112;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60501006708;TRAVA FIX TQ 200L METALICO;;SEPARADO;2;;;2;18,84;SEPARADO;METALPRESS METAL LTDA;000000;;;
01861601001;005860;60501010108;TQ COMB BS KSE117 200L ACO;;SEPARADO;1;;;1;3765;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60501010608;FLANGE TQ 200L POLI ABAST KVA;;SEPARADO;1;;;1;197;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861601001;005860;60501010708;BOCAL ENCHIMENTO TQ TANCLICK;;FALTA;1;;;1;180;FALTA;GW METAL INDUSTRIA E COMERCIO LTDA;014286;0;;
01861601001;005860;60702001608;SPT FIX BATERIA 100AH;;SEPARADO;1;;;1;25;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861601001;005860;60702002908;SPT BATERIA 100AH KSE220;;SEPARADO;1;;;1;91,5;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861601001;005860;60702003601;BATERIA 12V 95AH 680CCA KONDOR;;SEPARADO;2;;;2;660;SEPARADO;JMS BATERIAS  LTDA;013211;;;
01861601001;005860;60901004116;FLANGE ESC DE120 X DI77;;SEPARADO;1;;;1;41;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60901004201;JUNTA ESC DE120 X DI77;;SEPARADO;1;;;1;38,47;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;013409;;;
01861601001;005860;60901008316;"FLEXIVEL FPT 3""";;SEPARADO;1;;;1;342,06;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;013409;;;
01861601001;005860;61101001301;SENS NV COMB ULTRAS K40LSR;;SEPARADO;1;;;1;503,31;SEPARADO;KVA INDUSTRIA E COMERCIO LTDA;013397;;;
01861601001;005860;61103000100;"BOIA MEC FV34-75-PP130 3/4""BSP";;SEPARADO;1;;;1;835,95;SEPARADO;SANTAE EQUIPAMENTOS DE ENGENHARIA LTDA -;013408;;;
01861601001;005860;61301008308;BS KSE315 DC09 MOD;;SEPARADO;1;;;1;3866,2;SEPARADO;MGK SOLUCOES INDUSTRIAIS PARA CALDEIRARIA LTDA;000000;;;
01861601001;005860;61303000301;AMT VIBRA-STOP TRAD 2F 1/2;;FALTA;6;;;6;235,4;FALTA;VIBRA -STOP AMORTECEDORES DE VIBRACAO LTDA;014289;0;;
01861601001;005860;61307005908;TAMPA TQ REMOV KSE325;;SEPARADO;1;;;1;453;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;61307011808;SPT ALT WG AG10 280 KSE316;;SEPARADO;2;;;2;1129,03;SEPARADO;METALPRESS METAL LTDA;000000;;;
01861601001;005860;61602008908;TAMPA FECH CX AG10H250 QTA INC;;SEPARADO;1;;;1;27,22;SEPARADO;ACO FORT FERRO LTDA;000000;;;
01861601001;005860;61602010308;TAMPA SUP CX AG10 H250 PG70;;SEPARADO;1;;;1;147;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;61801003101;PF DIN912 M10X45 12.9 PT;;SEPARADO;12;;;12;1,78;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01861601001;005860;61802000111;"BICO RM 1/2""NPT MANG 1/2"" BIC";;SEPARADO;3;;;3;12,9;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013238;;;
01861601001;005860;61802000311;BICO RM 1/2 POL.NPT FM16 MANG;;SEPARADO;1;;;1;76,92;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;61802000422;COTOVELO MF 90 1 2NPT GALV;;SEPARADO;1;;;1;6,5;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013238;;;
01861601001;005860;61802000711;BICO RM 1/2 NPT MANG 3/8 BIC;;SEPARADO;1;;;1;13,62;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013238;;;
01861601001;005860;61802001622;"BICO RM M18X1,5 MANG 5/8"" BIC";;SEPARADO;2;;;2;45;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;000000;;;
01861601001;005860;61802014411;"BICO RM 1/2""NPT MANG 3/4"" BIC";;SEPARADO;2;;;2;76,92;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;61805000222;ABRACADEIRA CRON D14-22 AC;;SEPARADO;2;;;2;3,9773;SEPARADO;METALURGICA SUPRENS LTDA;000000;;;
01861601001;005860;61809000101;"VALV ESFERA F/F 1/2"" NPT";;SEPARADO;1;;;1;35,25;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01861601001;005860;91801007305;ARR M10 DIN 9250 PT;;SEPARADO;20;;;20;0,69;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01861601003;005860;104011700;POSTE PF E/UK;;RETIRADO;1;;;1;3,31;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601003;005860;104192100;BORNE DUPLO PUSH IN 4MM PTTB4;;RETIRADO;3;;;3;8,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601003;005860;104192200;TAMPA P/ BORNE DUP 4MM D-STTB4;;RETIRADO;1;;;1;2,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601003;005860;104193600;SUPORTE IDENTIF P/ POSTE KLM-A;;SEPARADO;1;;;1;3,45;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601003;005860;104193700;ETIQUETA P/ BORNE UCT-TMF6;;SEPARADO;12;;;12;10,63;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601003;005860;104193800;ETIQUETA DE ENCAIXE ESL44X7;;SEPARADO;1;;;1;0,4538;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601003;005860;61648042901;DJ 2P 10A SJ202 T-C10;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861601004;005860;104010000;GRAMPO BAR 10X3MM 0.50-4.00MM;;SEPARADO;4;;;4;1,94;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601004;005860;104011700;POSTE PF E/UK;;RETIRADO;6;;;6;3,31;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601004;005860;104192100;BORNE DUPLO PUSH IN 4MM PTTB4;;RETIRADO;21;;;21;8,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601004;005860;104192200;TAMPA P/ BORNE DUP 4MM D-STTB4;;RETIRADO;6;;;6;2,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601004;005860;104193600;SUPORTE IDENTIF P/ POSTE KLM-A;;SEPARADO;6;;;6;3,45;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601004;005860;104193700;ETIQUETA P/ BORNE UCT-TMF6;;SEPARADO;100;;;100;10,63;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861601004;005860;104193800;ETIQUETA DE ENCAIXE ESL44X7;;SEPARADO;6;;;6;0,4538;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861501003;005860;61635014251;SPT DJ ABB T5 MCP600;;RETIRADO;1;;;1;0;RETIRADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI;000000;;;
01861501003;005860;61635022920;TAMPA QD MQF2500;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861501003;005860;61640001651;SPT DJ SCH CVS 250A MQCF;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861501003;005860;61635014349;TAMPA QD MCP600 DJ ABB T5 MAN;;RETIRADO;1;;;1;0;RETIRADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI;000000;;;
01861501003;005860;61647032201;DCM 3P FX 630A T5N LS/I;;SEPARADO;1;;;1;0;SEPARADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI;000000;;;
01861501003;005860;115000700;TC 600/5A HB603 ABB;;SEPARADO;3;;;3;0;SEPARADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI;000000;;;
01861601004;005860;105072100;TC SASSI 400-5A ST-42;;RETIRADO;3;;;3;91,5;RETIRADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI;013170;;;
01861601004;005860;61635014251;SPT DJ ABB T5 MCP600;;RETIRADO;1;;;1;0;RETIRADO;ABB ELETRIFICACAO LTDA;013220;;;
01861601004;005860;61635022920;TAMPA QD MQF2500;;SEPARADO;1;;;1;0;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861601004;005860;61640001651;SPT DJ SCH CVS 250A MQCF;;SEPARADO;1;;;1;0;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861601004;005860;61635014349;TAMPA QD MCP600 DJ ABB T5 MAN;;RETIRADO;1;;;1;0;RETIRADO;ABB ELETRIFICACAO LTDA;013220;;;
01861601004;005860;61647032201;DCM 3P FX 630A T5N LS/I;;SEPARADO;1;;;1;0;SEPARADO;ABB ELETRIFICACAO LTDA;013220;;;
01861601004;005860;115000700;TC 600/5A HB603 ABB;;SEPARADO;3;;;3;0;SEPARADO;ABB ELETRIFICACAO LTDA;013220;;;
01861601004;005860;106001500;DJ 1P 10A CURVA C 10KA S201;;RETIRADO;3;;;3;28,77;RETIRADO;ABB ELETRIFICACAO LTDA;013220;;;
01861601004;005860;107078500;CB COBRE NU 16MM2;;SEPARADO;0,5;;;0,5;10,2811;SEPARADO;COBREFLEX INDUSTRIA, DISTRIBUICAO E COMERCIO DE FIOS E CABOS EIRELI;000000;;;
